Number_of_Priors_0.0*,Number_of_Priors_1.0*,Number_of_Priors_2.0*,Number_of_Priors_4.0*,Number_of_Priors_6.0*,Number_of_Priors_10.0*,Number_of_Priors_0.0_,Number_of_Priors_1.0_,Number_of_Priors_2.0_,Number_of_Priors_4.0_,Number_of_Priors_6.0_,Number_of_Priors_10.0_,score_factor_0,score_factor_1,score_factor_0,score_factor_1,Age_Above_FourtyFive_0,Age_Above_FourtyFive_1,Age_Above_FourtyFive_0,Age_Above_FourtyFive_1,Age_Below_TwentyFive_0,Age_Below_TwentyFive_1,Age_Below_TwentyFive_0,Age_Below_TwentyFive_1,gender_0,gender_1,gender_0,gender_1,Misdemeanor_0,Misdemeanor_1,Misdemeanor_0,Misdemeanor_1,race_False,race_True,race_False,race_True,Y
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True
False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False
False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True
False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True
False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False
False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False
False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True
False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False
True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True
